Index,Emp ID,First Name,Middle Name,Last Name,Gender,Department,Salary,Salary Bins,Start Date,FTE,Employee type,Work location,Tenure,Work Type
183,TN04175,Hinda,,Label,Female,Human Resources,92704.48,50K-100K,2018-11-26 00:00:00,1,Fixed Term,"Columbus, USA",7.71,Full Time
184,VT00687,Godavari,,Veena,Male,Engineering,78443.78,50K-100K,2019-05-14 00:00:00,1,Fixed Term,"Hyderabad, India",7.25,Full Time
185,PR01269,Eleonore,,Airdrie,Female,Engineering,97105.19,50K-100K,2021-08-17 00:00:00,1,Permanent,"Columbus, USA",4.98,Full Time
186,TN00579,Rafaelita,,Blaksland,Female,Services,109163.39,Above 100K,2020-07-07 00:00:00,0.8,Permanent,"Seattle, USA",6.1,Part Time
187,TN03097,Bendite,,Bloan,Male,Marketing,31816.57,Under 50K,2019-02-01 00:00:00,0.3,Fixed Term,Remote,7.53,Part Time
188,SQ02174,Sidoney,,Yitzhok,Female,Engineering,118442.54,Above 100K,2020-12-28 00:00:00,1,Permanent,"Auckland, New Zealand",5.62,Full Time
189,PR02957,Vaughn,,Carvill,Female,Training,84745.93,50K-100K,2019-08-30 00:00:00,1,Permanent,"Wellington, New Zealand",6.95,Full Time
190,TN02570,Grady,,Rochelle,Female,Accounting,69163.39,50K-100K,2018-10-24 00:00:00,1,Permanent,Remote,7.8,Full Time
191,VT00596,Letisha,,Carrett,Female,Sales,84598.88,50K-100K,2020-10-12 00:00:00,1,Fixed Term,"Seattle, USA",5.83,Full Time
192,TN01601,Melva,,Jickells,Female,Product Management,68795.48,50K-100K,2021-03-22 00:00:00,0.2,Permanent,Remote,5.39,Part Time
193,SQ01730,Austine,,Littlewood,Female,Services,32269.91,Under 50K,2018-09-03 00:00:00,1,Permanent,Remote,7.94,Full Time
194,TN03355,Ruby,,Cracie,Male,Research and Development,78705.93,50K-100K,2018-11-05 00:00:00,1,Fixed Term,"Seattle, USA",7.77,Full Time
195,VT01246,Zach,,Polon,Male,Marketing,53535.62,50K-100K,2020-10-06 00:00:00,0.5,Fixed Term,"Seattle, USA",5.85,Part Time
196,PR02275,Louise,,Lamming,Female,Sales,41934.71,Under 50K,2019-11-11 00:00:00,1,Permanent,Remote,6.75,Full Time
197,TN04166,Tadio,,Dowdle,Female,Product Management,91929.69,50K-100K,2020-09-11 00:00:00,1,Fixed Term,Remote,5.92,Full Time
198,SQ00070,Larissa,,Ingledow,Male,Research and Development,62281.24,50K-100K,2018-06-21 00:00:00,1,Permanent,Remote,8.14,Full Time
199,TN01701,Yves,,Pawlik,Male,Accounting,57925.91,50K-100K,2019-04-17 00:00:00,0.5,Permanent,"Wellington, New Zealand",7.32,Part Time
200,VT03298,Nonah,,Bissell,Male,Engineering,82239.53,50K-100K,2020-01-16 00:00:00,1,Temporary,"Columbus, USA",6.57,Full Time
201,TN04892,Luca,,Wolstenholme,Male,Engineering,53184.02,50K-100K,2018-03-21 00:00:00,1,Fixed Term,Remote,8.39,Full Time
202,PR01055,Devasree,Fullara,Saurin,Male,Accounting,35936.31,Under 50K,2018-05-21 00:00:00,1,Permanent,"Chennai, India",8.23,Full Time
203,SQ04437,Hephzibah,,Summerell,Female,Services,28305.08,Under 50K,2019-10-16 00:00:00,1,Permanent,Remote,6.82,Full Time
204,PR00770,Beryl,,Burnsyde,Male,Legal,29774.76,Under 50K,2020-10-01 00:00:00,1,Permanent,"Wellington, New Zealand",5.86,Full Time
205,VT01762,Geena,,Raghavanpillai,Male,Accounting,102515.81,Above 100K,2020-03-12 00:00:00,1,Fixed Term,"Chennai, India",6.42,Full Time
206,TN04428,Tadio,,Audritt,Missing,Human Resources,99448.78,50K-100K,2019-01-08 00:00:00,1,Fixed Term,"Wellington, New Zealand",7.59,Full Time
207,TN01601,Melva,,Jickells,Female,Product Management,68795.48,50K-100K,2021-03-22 00:00:00,0.2,Permanent,Remote,5.39,Part Time
208,TN03575,Janina,,Wolverson,Female,Research and Development,99683.67,50K-100K,2019-02-04 00:00:00,1,Fixed Term,"Seattle, USA",7.52,Full Time
209,VT04273,Brad,,Gumb,Male,Accounting,38825.18,Under 50K,2019-08-19 00:00:00,1,Temporary,Remote,6.98,Full Time
210,SQ00187,Rupak,,Mehra,Female,Services,71229.42,50K-100K,2020-12-01 00:00:00,1,Permanent,"Hyderabad, India",5.69,Full Time
211,PR00113,Van,,Tuxwell,Female,Business Development,80695.74,50K-100K,2018-09-17 00:00:00,1,Permanent,"Columbus, USA",7.9,Full Time
212,PR01383,Addi,,Studdeard,Female,Product Management,72502.61,50K-100K,2021-02-08 00:00:00,1,Permanent,"Wellington, New Zealand",5.5,Full Time
213,TN00258,Joyce,,Leyband,Female,Product Management,68197.9,50K-100K,2020-10-15 00:00:00,1,Permanent,"Auckland, New Zealand",5.82,Full Time
214,VT00476,Adolph,,Hartin,Male,Product Management,89960.6,50K-100K,2019-02-19 00:00:00,1,Fixed Term,"Auckland, New Zealand",7.48,Full Time
215,TN01256,Sawini,,Chandan,Male,Legal,28481.16,Under 50K,2020-03-26 00:00:00,1,Permanent,"Hyderabad, India",6.38,Full Time
216,VT04093,Baruna,,Ogale,Female,Training,116767.63,Above 100K,2020-04-28 00:00:00,0.4,Temporary,"Chennai, India",6.29,Part Time
217,TN01566,Fonzie,,O'Shea,Male,Product Management,80360.41,50K-100K,2020-12-02 00:00:00,1,Permanent,Remote,5.69,Full Time
218,PR04851,Rodina,,Drinan,Female,Sales,77045.44,50K-100K,2019-06-20 00:00:00,1,Permanent,Remote,7.15,Full Time
219,PR00007,Torrance,,Collier,Female,Training,96135.75,50K-100K,2020-07-13 00:00:00,0.3,Permanent,"Wellington, New Zealand",6.08,Part Time
220,SQ03491,Freda,,Legan,Female,Sales,102129.37,Above 100K,2021-07-19 00:00:00,1,Permanent,"Columbus, USA",5.06,Full Time
221,SQ02465,Bernie,,Gorges,Female,Training,99965.97,50K-100K,2018-02-02 00:00:00,1,Permanent,Remote,8.52,Full Time
222,VT00194,Violante,,Courtonne,Female,Product Management,49625.64,Under 50K,2021-07-07 00:00:00,0.5,Fixed Term,Remote,5.1,Part Time
223,TN00328,Jeannie,,Petracco,Female,Engineering,94815.28,50K-100K,2018-12-06 00:00:00,1,Permanent,"Seattle, USA",7.68,Full Time
224,PR03137,Jagajeet,,Viraj,Male,Support,36714.38,Under 50K,2020-12-10 00:00:00,1,Permanent,"Chennai, India",5.67,Full Time
225,PR00246,Husein,,Augar,Female,Marketing,67905.8,50K-100K,2020-12-29 00:00:00,1,Permanent,Remote,5.62,Full Time
226,SQ02371,Alida,,Welman,Male,Human Resources,69862.38,50K-100K,2018-12-24 00:00:00,1,Permanent,"Wellington, New Zealand",7.63,Full Time
227,PR01956,Jamesy,,O'Ferris,Male,Accounting,36547.58,Under 50K,2018-11-12 00:00:00,1,Permanent,Remote,7.75,Full Time
228,VT04350,Kulbhushan,,Moorthy,Male,Business Development,106400.02,Above 100K,2020-07-09 00:00:00,1,Temporary,"Chennai, India",6.09,Full Time
229,SQ02035,Anni,,Izzard,Male,Human Resources,103494.94,Above 100K,2018-06-05 00:00:00,1,Permanent,Remote,8.19,Full Time
230,TN02674,Antonetta,,Coggeshall,Male,Sales,96753.78,50K-100K,2021-10-25 00:00:00,1,Permanent,"Auckland, New Zealand",4.79,Full Time
231,PR00113,Van,,Tuxwell,Female,Business Development,80695.74,50K-100K,2018-09-17 00:00:00,1,Permanent,"Columbus, USA",7.9,Full Time
232,SQ00286,Ilesh,,Dasgupta,Female,Legal,61213.01,50K-100K,2021-06-18 00:00:00,1,Permanent,"Chennai, India",5.15,Full Time
233,TN02205,Madhumati,Gazala,Soumitra,Male,Research and Development,69709.51,50K-100K,2019-01-07 00:00:00,1,Permanent,"Hyderabad, India",7.59,Full Time
234,VT00740,Chitrasen,,Laul,Female,Research and Development,46751.7,Under 50K,2020-01-13 00:00:00,1,Fixed Term,"Hyderabad, India",6.58,Full Time
235,PR01476,Jaishree,Atasi,Yavatkar,Male,Services,77096.05,50K-100K,2018-04-27 00:00:00,1,Permanent,"Chennai, India",8.29,Full Time
236,TN03169,Doe,,Clubley,Female,Product Management,67818.14,50K-100K,2018-11-02 00:00:00,0.6,Fixed Term,Remote,7.78,Part Time
237,SQ03112,Kantimoy,,Pritish,Male,Product Management,77743.15,50K-100K,2020-03-30 00:00:00,1,Permanent,"Chennai, India",6.37,Full Time
238,PR01943,Rameshwari,,Chikodi,Male,Human Resources,48525.71,Under 50K,2018-06-13 00:00:00,1,Permanent,"Hyderabad, India",8.16,Full Time
239,SQ02035,Anni,,Izzard,Male,Human Resources,103494.94,Above 100K,2018-06-05 00:00:00,1,Permanent,Remote,8.19,Full Time
240,VT04350,Lalit,,Kothari,Male,Business Development,106400.02,Above 100K,2020-07-09 00:00:00,1,Temporary,"Chennai, India",6.09,Full Time
241,VT01996,Hali,,Behnecke,Male,Human Resources,65569.36,50K-100K,2018-07-12 00:00:00,1,Fixed Term,"Auckland, New Zealand",8.08,Full Time
242,SQ01998,Sahas,Sanabhi,Shrikant,Male,Product Management,40445.29,Under 50K,2021-07-16 00:00:00,1,Permanent,"Chennai, India",5.07,Full Time
243,SQ04934,Pedro,St.,Hill,Male,Engineering,0,Under 50K,2021-01-11 00:00:00,0.7,Permanent,"Seattle, USA",5.58,Part Time
244,SQ02624,Gwenneth,,Fealey,Female,Engineering,114772.32,Above 100K,2021-02-24 00:00:00,1,Permanent,"Columbus, USA",5.46,Full Time
245,SQ02565,Konstantin,,Timblett,Female,Training,56253.81,50K-100K,2021-08-13 00:00:00,1,Permanent,"Auckland, New Zealand",4.99,Full Time
246,SQ02582,Kaishori,Harathi,Kateel,Female,Product Management,51798.25,50K-100K,2019-07-19 00:00:00,1,Permanent,"Hyderabad, India",7.07,Full Time
247,TN02397,Mendel,,Gentsch,Male,Human Resources,28329.77,Under 50K,2018-10-29 00:00:00,1,Permanent,"Seattle, USA",7.79,Full Time
248,TN04265,Rushil,,Kripa,Female,Training,93964.3,50K-100K,2021-09-15 00:00:00,0.4,Fixed Term,"Hyderabad, India",4.9,Part Time
249,TN02204,Aldrich,,Glenny,Male,Business Development,90884.32,50K-100K,2020-07-27 00:00:00,0.5,Permanent,"Columbus, USA",6.04,Part Time
250,PR01306,Patti,,Dradey,Male,Services,84742.86,50K-100K,2020-09-24 00:00:00,1,Permanent,"Auckland, New Zealand",5.88,Full Time
251,VT03771,Marjie,,Bamford,Male,Sales,80772.92,50K-100K,2020-11-02 00:00:00,1,Temporary,Remote,5.77,Full Time
252,SQ04613,Sarojini,,Naueshwara,Female,Human Resources,85264.38,50K-100K,2018-04-30 00:00:00,1,Permanent,"Chennai, India",8.28,Full Time
253,VT03421,Alic,,Bagg,Male,Legal,113747.56,Above 100K,2021-03-15 00:00:00,0.7,Temporary,"Columbus, USA",5.41,Part Time
254,PR02436,Marmaduke,,Worssam,Female,Engineering,78378.2,50K-100K,2018-12-31 00:00:00,0.4,Permanent,Remote,7.61,Part Time
255,VT00534,Roselle,,Wandrach,Male,Sales,91314.75,50K-100K,2020-04-10 00:00:00,1,Fixed Term,"Seattle, USA",6.34,Full Time
256,PR03804,Sartaj,,Probal,Male,Legal,66572.58,50K-100K,2020-12-28 00:00:00,1,Permanent,"Chennai, India",5.62,Full Time
257,TN01396,Koral,,Gerriet,Male,Support,30077.45,Under 50K,2019-01-09 00:00:00,1,Permanent,"Wellington, New Zealand",7.59,Full Time
258,TN02377,Anjela,,Spancock,Missing,Accounting,98012.63,50K-100K,2019-11-11 00:00:00,1,Permanent,Remote,6.75,Full Time
259,PR03532,Crawford,,Scad,Male,Human Resources,72876.91,50K-100K,2020-01-07 00:00:00,1,Permanent,Remote,6.59,Full Time
260,TN02988,Mahindra,,Sreedharan,Male,Engineering,92943.89,50K-100K,2021-11-10 00:00:00,1,Permanent,"Hyderabad, India",4.75,Full Time
261,VT04905,Suchira,Bhanupriya,Tapti,Female,Human Resources,29808.07,Under 50K,2018-07-10 00:00:00,0.3,Temporary,"Hyderabad, India",8.09,Part Time
262,PR04366,Carry,,Loblie,Female,Sales,47551.89,Under 50K,2019-01-03 00:00:00,1,Permanent,"Auckland, New Zealand",7.61,Full Time
263,TN03032,Fullara,Sushanti,Mokate,Female,Research and Development,39700.82,Under 50K,2021-01-07 00:00:00,0.8,Permanent,"Chennai, India",5.59,Part Time
264,TN04775,Hridaynath,,Tendulkar,Female,Legal,31089.22,Under 50K,2019-11-07 00:00:00,1,Fixed Term,"Chennai, India",6.76,Full Time
265,SQ03625,Fidela,,Artis,Female,Sales,78020.39,50K-100K,2020-03-09 00:00:00,1,Permanent,Remote,6.42,Full Time
